"ID","sex","native","blind","hours","job","income","education"
2975,"male","native","no",40,"private",40045,"high-school"
2976,"male","native","no",40,"public",33481,"high-school"
2977,"female","foreign","no",NA,"private",43037,"bachelor"
2978,"female","native",NA,NA,NA,90880,"grade-school"
2979,"male","native","no",42,"private",140334,"bachelor"
2980,"male","native","no",NA,NA,44262,"high-school"
2981,"female","foreign","no",40,"private",54125,"high-school"
2982,"male","native",NA,NA,NA,21451,"grade-school"
2983,"male","native","no",60,"private",84706,"grade-school"
2984,"female","foreign","no",NA,NA,0,"high-school"
2985,"male","foreign","no",NA,"private",32872,"grade-school"
2986,"male","native","no",NA,NA,16405,"grade-school"
2987,"male","native","no",60,"private",124954,"high-school"
2988,"female","native","no",NA,NA,37176,"bachelor"
2989,"female","native",NA,NA,NA,58753,"grade-school"
2990,"male","native","no",40,"private",45375,"grade-school"
2991,"female","native",NA,NA,NA,0,"grade-school"
2992,"male","native","no",NA,NA,67362,"high-school"
2993,"female","native","yes",8,"private",0,"grade-school"
2994,"male","native","no",24,"private",13820,"bachelor"
2995,"male","native","no",NA,"charity",5672,"high-school"
2996,"female","native","no",40,"private",121673,"bachelor"
2997,"male","native","no",40,"private",54464,"high-school"
2998,"male","native","no",NA,NA,4485,"high-school"
2999,"female","native",NA,NA,NA,49833,"grade-school"
3000,"male","native","yes",40,"private",87366,"high-school"
3001,"female","native","no",32,"private",92944,"high-school"
3002,"female","native",NA,NA,NA,94692,"grade-school"
3003,"female","native","no",40,"private",26641,"bachelor"
3004,"female","native","no",NA,NA,76617,"bachelor"
3005,"male","native","no",NA,NA,72541,"grade-school"
3006,"male","native",NA,NA,NA,100102,"grade-school"
3007,"male","native","no",40,"private",37467,"high-school"
3008,"male","native","no",NA,"private",1365,"high-school"
3009,"female","foreign","no",40,"private",55317,"high-school"
3010,"female","native","no",NA,"private",52331,"high-school"
3011,"female","native","no",NA,NA,105534,"high-school"
3012,"female","native",NA,NA,NA,82053,"grade-school"
3013,"female","native","no",50,"private",56019,"high-school"
3014,"male","native","no",40,"private",81424,"grade-school"
3015,"male","native","no",12,"private",73315,"master"
3016,"female","native","no",NA,NA,55209,"high-school"
3017,"male","native","no",NA,NA,29975,"high-school"
3018,"female","native",NA,NA,NA,85938,"grade-school"
3019,"male","native",NA,NA,NA,43442,"grade-school"
3020,"male","native","no",40,"private",146077,"high-school"
3021,"male","native","no",50,"private",64941,"master"
3022,"female","native","no",NA,NA,72798,"high-school"
3023,"female","native",NA,NA,NA,61255,"grade-school"
3024,"female","native","no",NA,NA,12508,"grade-school"
3025,"male","native","no",40,"public",67765,"master"
3026,"male","native","no",40,"private",99293,"high-school"
3027,"female","foreign","no",40,"private",153822,"high-school"
3028,"female","native","no",NA,NA,8264,"high-school"
3029,"male","native","no",40,"public",133003,"bachelor"
3030,"male","foreign","no",72,"private",88957,"high-school"
3031,"male","native",NA,NA,NA,44241,"grade-school"
3032,"female","native","no",17,"private",165940,"high-school"
3033,"male","native",NA,NA,NA,117549,"grade-school"
3034,"female","native","no",30,"private",4847,"bachelor"
3035,"female","native","no",50,"public",244664,"bachelor"
3036,"male","native","no",NA,NA,16827,"high-school"
3037,"female","native","no",NA,NA,26112,"grade-school"
3038,"male","native",NA,NA,NA,516735,"grade-school"
3039,"male","native","no",40,"private",57553,"high-school"
3040,"female","native",NA,NA,NA,24622,"grade-school"
3041,"female","native","no",NA,NA,35505,"grade-school"
3042,"male","native","no",NA,"charity",136475,"grade-school"
3043,"female","native","no",40,"public",19743,"high-school"
3044,"male","native","no",40,"public",78357,"master"
3045,"male","native","no",45,"private",1030733,"master"
3046,"female","foreign","no",NA,NA,56724,"high-school"
3047,"female","native","no",NA,NA,61094,"bachelor"
3048,"female","native","no",NA,"private",407693,"bachelor"
3049,"male","native","no",40,"public",36557,"high-school"
3050,"male","native",NA,NA,NA,31629,"grade-school"
3051,"male","native","no",NA,NA,105181,"doctor"
3052,"male","native","no",8,"private",84595,"high-school"
3053,"female","native","no",20,"private",124591,"master"
3054,"female","native",NA,NA,NA,52241,"grade-school"
3055,"female","native",NA,NA,NA,25348,"grade-school"
3056,"male","native","no",NA,NA,18875,"high-school"
3057,"female","native","no",40,"private",104874,"high-school"
3058,"male","native","no",42,"private",37824,"high-school"
3059,"female","native",NA,NA,NA,105868,"grade-school"
3060,"female","native","no",60,"charity",128272,"bachelor"
3061,"female","native","no",40,"private",67220,"high-school"
3062,"female","native","no",NA,NA,105296,"high-school"
3063,"female","native","yes",NA,NA,19685,"high-school"
3064,"female","native","no",10,"private",515403,"bachelor"
3065,"male","foreign","no",NA,NA,3169,"grade-school"
3066,"female","foreign","no",40,"private",150333,"master"
3067,"male","foreign","no",30,"private",28253,"high-school"
3068,"female","native","no",NA,NA,85169,"high-school"
3069,"male","native",NA,NA,NA,90897,"grade-school"
3070,"male","native","no",60,"public",57803,"bachelor"
3071,"male","native",NA,NA,NA,100820,"grade-school"
3072,"male","native","no",NA,"private",18191,"high-school"
3073,"male","native","no",40,"private",86300,"high-school"
3074,"female","native","no",NA,NA,4856,"high-school"
3075,"male","native",NA,NA,NA,37756,"grade-school"
3076,"male","native","no",40,"public",619243,"high-school"
3077,"female","native","no",NA,NA,38717,"high-school"
3078,"male","native","no",40,"private",96187,"high-school"
3079,"female","native","no",40,"public",122313,"master"
3080,"female","native","no",NA,NA,85082,"doctor"
3081,"female","native","no",8,"private",141988,"high-school"
3082,"female","native","no",NA,NA,12361,"high-school"
3083,"female","native","no",NA,NA,12584,"high-school"
3084,"male","native","no",NA,NA,238756,"doctor"
3085,"female","native",NA,NA,NA,48005,"grade-school"
3086,"male","native","no",60,"private",134200,"master"
3087,"male","native","no",NA,NA,31464,"grade-school"
3088,"female","native","no",NA,"private",143279,"bachelor"
3089,"female","native","no",38,"charity",92457,"high-school"
3090,"male","native","no",45,"private",16133,"grade-school"
3091,"female","native","no",40,"private",70072,"grade-school"
3092,"male","native",NA,NA,NA,24008,"grade-school"
3093,"male","native","no",NA,NA,54545,"high-school"
3094,"male","native","no",30,"private",26109,"high-school"
3095,"male","native",NA,NA,NA,60819,"grade-school"
3096,"female","native",NA,NA,NA,49089,"grade-school"
3097,"male","native",NA,NA,NA,73239,"grade-school"
3098,"female","native","no",NA,NA,513528,"high-school"
3099,"male","native",NA,NA,NA,92820,"grade-school"
3100,"female","native","no",NA,NA,25099,"high-school"
3101,"female","foreign","no",40,"private",118587,"bachelor"
3102,"female","native",NA,NA,NA,142855,"grade-school"
3103,"female","foreign","no",40,"private",60144,"bachelor"
3104,"male","native","no",40,"public",44262,"bachelor"
3105,"male","native","no",50,"private",71531,"high-school"
3106,"female","native","no",NA,NA,62696,"high-school"
3107,"male","native",NA,NA,NA,31195,"grade-school"
3108,"female","native","no",40,"charity",311015,"master"
3109,"male","native","no",8,"private",25464,"grade-school"
3110,"female","native","no",32,"public",45513,"high-school"
3111,"male","native","no",NA,NA,37540,"grade-school"
3112,"female","native","no",40,"public",73511,"high-school"
3113,"male","native",NA,NA,NA,128466,"high-school"
3114,"female","native","no",45,"private",102052,"bachelor"
3115,"male","native","no",40,"private",56741,"high-school"
3116,"female","native","no",NA,NA,84396,"high-school"
3117,"male","native","no",40,"private",60965,"high-school"
3118,"male","native","no",40,"private",2248,"high-school"
3119,"male","native",NA,NA,NA,438224,"grade-school"
3120,"female","native","no",NA,NA,15199,"high-school"
3121,"female","native","no",28,"public",77471,"bachelor"
3122,"female","native","no",NA,NA,21807,"high-school"
3123,"male","native","no",NA,NA,66130,"high-school"
3124,"female","native",NA,NA,NA,88672,"grade-school"
3125,"male","foreign",NA,NA,NA,26671,"grade-school"
3126,"male","native","no",8,"private",127660,"bachelor"
3127,"female","foreign","no",NA,NA,141227,"master"
3128,"female","native","no",45,"private",70374,"bachelor"
3129,"male","native","no",NA,NA,26173,"grade-school"
3130,"male","native","no",NA,"private",24593,"high-school"
3131,"female","native","no",NA,NA,14036,"grade-school"
3132,"female","native","yes",NA,NA,99759,"high-school"
3133,"female","native","no",NA,NA,84145,"high-school"
3134,"male","native","no",NA,NA,89851,"high-school"
3135,"male","foreign","no",40,"private",7339,"grade-school"
3136,"male","foreign","no",40,"private",65878,"grade-school"
3137,"female","native","no",40,"private",94029,"high-school"
3138,"male","native","no",40,"private",55069,"high-school"
3139,"female","native","no",NA,"private",4001,"grade-school"
3140,"male","native",NA,NA,NA,142755,"grade-school"
3141,"female","native","no",NA,NA,55177,"grade-school"
3142,"female","native","no",40,"public",50670,"master"
3143,"male","native","no",NA,NA,5975,"grade-school"
3144,"female","foreign","no",NA,NA,0,"grade-school"
3145,"male","native",NA,NA,NA,44431,"grade-school"
3146,"female","native","no",40,"public",60310,"high-school"
3147,"female","native","no",NA,NA,57949,"high-school"
3148,"male","foreign","no",40,"private",174080,"bachelor"
3149,"male","native","no",40,"private",98139,"bachelor"
3150,"male","native","no",NA,NA,9618,"high-school"
3151,"female","native","no",40,"public",69472,"bachelor"
3152,"male","native","no",NA,NA,68020,"high-school"
3153,"male","native","no",40,"private",21471,"grade-school"
3154,"female","native",NA,NA,NA,98267,"grade-school"
3155,"male","native",NA,NA,NA,43423,"grade-school"
3156,"male","native",NA,NA,NA,48490,"grade-school"
3157,"male","native","yes",50,"private",84076,"high-school"
3158,"male","native","no",40,"private",300903,"high-school"
3159,"male","native","no",40,"charity",145342,"master"
3160,"female","native","no",NA,NA,4706,"high-school"
3161,"male","native","no",40,"public",26756,"high-school"
3162,"male","native","no",60,"private",264807,"high-school"
3163,"female","native","no",30,"private",0,"high-school"
3164,"female","native",NA,NA,NA,39691,"grade-school"
3165,"female","foreign","no",40,"private",6605,"high-school"
3166,"male","foreign","no",40,"private",52295,"high-school"
3167,"male","native","no",40,"private",53776,"high-school"
3168,"male","native","no",NA,NA,55390,"bachelor"
3169,"female","native","no",NA,NA,16417,"high-school"
3170,"female","foreign","no",NA,NA,334385,"grade-school"
3171,"male","native","no",60,"private",557017,"master"
3172,"male","native","no",40,"private",48153,"master"
3173,"female","native","no",25,"charity",61396,"high-school"
3174,"female","native","no",NA,NA,10531,"high-school"
3175,"male","native",NA,NA,NA,80573,"grade-school"
3176,"female","native","no",20,"private",46712,"high-school"
3177,"female","native","no",50,"private",53052,"high-school"
3178,"female","native","no",50,"private",65180,"bachelor"
3179,"male","native","no",40,"charity",141007,"doctor"
3180,"male","native","no",NA,"private",56542,"high-school"
3181,"male","native",NA,NA,NA,26124,"grade-school"
3182,"male","native","no",38,"private",63328,"bachelor"
3183,"male","native","no",50,"private",101624,"high-school"
3184,"female","native",NA,NA,NA,59502,"grade-school"
3185,"male","native","no",55,"private",75003,"doctor"
3186,"female","native","no",25,"private",16905,"high-school"
3187,"male","native","no",NA,NA,26119,"high-school"
3188,"female","native","no",40,"public",59908,"high-school"
3189,"female","native","no",40,"charity",21714,"high-school"
3190,"male","native","no",NA,NA,92189,"high-school"
3191,"male","foreign","no",10,"private",39499,"grade-school"
3192,"male","native","no",40,"public",137792,"master"
3193,"female","native","no",NA,NA,89715,"master"
3194,"female","native","no",NA,NA,115766,"grade-school"
3195,"male","native","no",NA,NA,36660,"grade-school"
3196,"male","native","no",NA,NA,26068,"grade-school"
3197,"male","native",NA,NA,NA,83300,"grade-school"
3198,"female","foreign","no",NA,NA,26404,"high-school"
3199,"male","native","no",40,"private",83655,"bachelor"
3200,"female","native","no",NA,NA,16558,"grade-school"
3201,"male","foreign","no",NA,"private",47415,"high-school"
3202,"male","native","no",40,"public",33994,"high-school"
3203,"female","native","no",NA,NA,506905,"grade-school"
3204,"female","native","no",35,"public",78482,"high-school"
3205,"female","foreign","no",40,"private",39243,"high-school"
3206,"female","native",NA,NA,NA,84095,"grade-school"
3207,"male","native","no",NA,NA,52805,"high-school"
3208,"female","foreign","no",NA,NA,362326,"bachelor"
3209,"male","native","no",40,"private",68293,"bachelor"
3210,"male","native",NA,NA,NA,138164,"grade-school"
3211,"female","foreign","no",NA,NA,26314,"master"
3212,"male","native","no",NA,NA,27894,"high-school"
3213,"male","native","no",8,"private",24657,"high-school"
3214,"female","native","no",40,"public",78756,"master"
3215,"female","foreign","no",24,"private",57364,"high-school"
3216,"female","foreign","no",40,"private",30029,"grade-school"
3217,"male","foreign","no",40,"public",61199,"grade-school"
3218,"female","native",NA,NA,NA,127254,"grade-school"
3219,"male","native","no",40,"private",32515,"high-school"
3220,"female","native","no",10,"public",103919,"high-school"
3221,"male","native","no",NA,NA,7505,"high-school"
3222,"female","native","no",NA,NA,24074,"grade-school"
3223,"female","native","no",40,"private",44373,"high-school"
3224,"male","native",NA,NA,NA,109035,"grade-school"
3225,"male","native","no",60,"private",202999,"bachelor"
3226,"female","native","no",NA,NA,7912,"high-school"
3227,"male","native",NA,NA,NA,24704,"grade-school"
3228,"female","native","no",NA,NA,0,"grade-school"
